EventSequence,Label
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3, 3]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
[1],Normal
"[3, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3]",Normal
"[1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 7, 4, 5]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 7, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
[1],Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 5, 7, 7, 4, 7]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 7, 4, 5, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[1, 1]",Normal
"[1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
[1],Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 4, 5, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
[1],Normal
"[3, 9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 4, 5, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 7, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
[1],Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
[1],Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
[1],Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[3, 7, 7, 7, 1, 1, 1]",Normal
"[12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 7, 4, 5, 4, 5, 4, 5, 7, 7]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 5, 7, 7, 4, 7, 7, 7, 7, 1, 1, 1]",Normal
[1],Normal
"[1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[3, 9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 4, 5, 4, 5, 7, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
[1],Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 4, 5, 4, 5, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 7, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 7, 4, 5]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 7, 4, 5, 4, 5, 7]",Normal
[1],Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
[1],Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
[1],Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
[1],Normal
[1],Normal
"[1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 2, 6, 6, 4, 5, 7, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 5, 4, 5, 7, 7, 7, 4, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
[1],Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 7, 7, 7, 4, 5]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 4, 5, 7, 7]",Normal
"[1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 7, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[3, 12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
[1],Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[12, 9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 7, 4, 5, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 2, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7, 3]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 7, 4, 5, 7, 7]",Normal
"[6, 6, 2, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1]",Normal
"[1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[6, 6, 6, 2, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[9, 9, 7, 7, 7, 1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7, 7, 7, 7, 1, 1, 1]",Normal
"[1, 1, 1]",Normal
"[2, 6, 6, 6, 4, 5, 4, 5, 4, 5, 7, 7, 7]",Normal
"[1, 1, 1]",Normal
[1],Normal
"[9, 9, 12, 7, 7, 7, 1, 1, 1]",Normal
"[7, 7, 7, 1, 1, 1]",Normal
"[6, 6, 6, 2, 4, 5, 7, 4, 5, 4, 5, 7, 7]",Normal
"[9, 12, 9, 7, 7, 7, 1, 1, 1]",Normal
